"NAME,TEAM,POS,SALARY,2P%,2PA,3P%,3PA,AGE,ApG,BpG,DRtg,FT%,FTA,GP,MpG,ORtg,P+A,P+R,P+R+A,PpG,RpG,SpG,TO%,TOpG,TS%,USG%,VI,eFG%,PERFORMANCE,EFFICIENCY,PERF_Z,LOG_SALARY,EXPECTED_SALARY,VALUE"
"Jay Huff,IND,C,2349578,0.653,49.0,0.321,112.0,28.3,1.3,2.5,109.2,0.788,33.0,25.0,19.2,117.2,9.2,11.6,12.9,7.9,3.7,0.3,9.5,0.7,0.564,16.7,7.0,0.534,13.065,5.56,0.14,14.669746295526831,7567590.186,-5218012.186"
"Keon Johnson,BRK,INACTIVE,2349578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.669746295526831,3444933.285,-1095355.285"
"Neemias Queta,BOS,C,2349578,0.664,152.0,0.0,3.0,26.4,1.6,1.3,103.7,0.612,49.0,23.0,24.3,141.7,11.7,18.3,20.0,10.1,8.3,0.7,10.9,0.8,0.657,15.1,8.4,0.652,20.385,8.676,0.822,14.669746295526831,11761619.602,-9412041.602"
"Vit Krejci,ATL,G,2349578,0.656,32.0,0.455,123.0,25.5,1.8,0.3,112.3,0.688,16.0,22.0,23.8,123.3,11.9,12.3,14.1,10.0,2.3,0.8,11.4,0.9,0.682,14.7,5.8,0.677,14.023,5.968,0.229,14.669746295526831,8017168.745,-5667590.745"
"A.J. Green,MIL,G,2301587,0.538,13.0,0.485,163.0,26.2,2.1,0.1,114.1,0.792,24.0,24.0,29.0,131.0,13.4,14.0,16.2,11.3,2.8,0.5,10.2,0.8,0.724,13.1,5.6,0.713,20.377,8.853,0.821,14.649109442958824,11755648.011,-9454061.011"
"Keon Ellis,SAC,G,2301587,0.483,29.0,0.37,81.0,25.9,0.7,0.4,114.3,0.526,19.0,24.0,16.9,105.7,6.0,6.6,7.3,5.3,1.3,1.2,8.3,0.4,0.541,13.4,4.0,0.536,7.371,3.203,-0.391,14.649109442958824,5370588.996,-3069001.996"
"Vince Williams Jr.,MEM,G,2301587,0.426,68.0,0.271,85.0,25.3,5.1,0.6,106.2,0.786,28.0,20.0,21.9,96.3,12.6,11.8,16.9,7.5,4.4,0.9,22.7,2.3,0.451,19.9,10.1,0.415,9.829,4.271,-0.162,14.649109442958824,6227479.279,-3925892.279"
"Sion James,CHO,G,2296274,0.5,48.0,0.375,80.0,23.0,1.5,0.4,115.9,0.85,40.0,25.0,26.1,115.0,8.4,10.0,11.5,6.9,3.1,0.7,15.8,1.0,0.591,10.9,4.9,0.539,13.932,6.067,0.221,14.646798367280478,7973690.861,-5677416.861"
"Ryan Kalkbrenner,CHO,C,2296274,0.807,109.0,0.0,1.0,23.9,0.5,1.8,113.3,0.756,41.0,23.0,25.8,144.2,9.5,15.7,16.2,9.0,6.7,0.7,19.7,1.2,0.808,11.0,4.8,0.8,20.077,8.743,0.794,14.646798367280478,11545554.464,-9249280.464"
"Anthony Gill,WAS,F,2296274,0.833,6.0,1.0,1.0,33.2,0.0,0.1,0.0,1.0,4.0,9.0,3.6,0.0,1.9,2.7,2.7,1.9,0.8,0.0,35.0,0.4,0.97,16.6,0.0,0.929,0.328,0.143,-1.047,14.646798367280478,3513699.646,-1217425.646"
"Marvin Bagley III,WAS,F,2296274,0.615,104.0,0.5,10.0,26.8,1.4,0.7,116.5,0.714,35.0,19.0,18.7,130.4,10.3,14.1,15.5,8.8,5.3,0.5,14.3,1.0,0.649,17.5,8.6,0.627,9.858,4.293,-0.159,14.646798367280478,6238322.151,-3942048.151"
"Garrett Temple,TOR,G-F,2296274,0.0,1.0,0.333,3.0,39.6,0.2,0.2,0.0,0.5,2.0,5.0,3.7,0.0,1.0,1.2,1.4,0.8,0.4,0.4,19.2,0.2,0.41,13.4,4.3,0.375,0.102,0.044,-1.068,14.646798367280478,3466128.366,-1169854.366"
"Bismack Biyombo,SAS,C,2296274,0.75,4.0,0.0,0.0,33.3,0.4,0.1,100.3,0.5,2.0,8.0,7.2,107.7,1.3,1.6,2.0,0.9,0.8,0.4,41.6,0.4,0.717,5.7,3.7,0.75,0.829,0.361,-1.0,14.646798367280478,3621319.684,-1325045.684"
"Lindy Waters III,SAS,F,2296274,1.0,2.0,0.333,21.0,28.4,0.4,0.0,105.6,0.0,0.0,12.0,6.9,120.1,2.5,3.3,3.7,2.1,1.2,0.2,4.2,0.1,0.543,12.2,5.8,0.543,1.284,0.559,-0.958,14.646798367280478,3721858.664,-1425584.664"
"Jordan McLaughlin,SAS,G,2296274,0.556,9.0,0.333,15.0,29.7,1.1,0.0,107.4,1.0,3.0,9.0,8.3,126.3,4.2,3.7,4.8,3.1,0.6,0.8,7.6,0.2,0.553,15.4,6.1,0.521,1.379,0.601,-0.949,14.646798367280478,3743361.666,-1447087.666"
"Russell Westbrook,SAC,G,2296274,0.491,169.0,0.367,128.0,37.1,7.2,0.2,113.9,0.652,66.0,25.0,28.7,105.8,21.2,20.8,28.0,14.0,6.8,1.3,21.6,3.3,0.537,24.1,12.3,0.517,23.317,10.154,1.095,14.646798367280478,14033417.19,-11737143.19"
"Doug McDermott,SAC,F,2296274,0.0,0.0,0.5,4.0,33.9,0.0,0.0,111.0,0.0,0.0,2.0,5.5,102.5,3.0,3.0,3.0,3.0,0.0,0.0,20.0,0.5,0.75,19.3,0.0,0.75,0.138,0.06,-1.065,14.646798367280478,3473712.095,-1177438.095"
"Drew Eubanks,SAC,F-C,2296274,0.618,89.0,0.5,2.0,28.9,0.3,0.7,114.4,0.526,38.0,25.0,14.4,107.9,5.6,8.2,8.5,5.3,2.8,0.5,19.4,0.9,0.617,15.3,4.6,0.621,6.529,2.843,-0.469,14.646798367280478,5104796.435,-2808522.435"
"Blake Wesley,POR,G,7022602,0.5,24.0,0.2,10.0,22.7,3.2,0.2,104.1,0.6,10.0,6.0,16.4,103.3,9.2,8.3,11.5,6.0,2.3,1.7,17.0,1.2,0.469,18.4,8.6,0.441,2.113,0.301,-0.881,15.764644362596954,3912470.454,3110131.546"
"Collin Gillespie,PHO,G,2296274,0.453,95.0,0.426,169.0,26.5,4.8,0.3,115.5,0.867,30.0,25.0,27.1,121.3,17.9,17.0,21.7,13.1,3.8,1.2,14.5,1.8,0.592,19.9,9.2,0.572,21.678,9.44,0.943,14.646798367280478,12713741.896,-10417467.896"
"Kyle Lowry,PHI,G,2296274,0.0,0.0,0.5,4.0,39.7,1.3,0.0,116.4,0.0,0.0,3.0,8.1,174.2,3.3,2.3,3.7,2.0,0.3,0.3,0.0,0.0,0.75,6.9,4.5,0.75,0.601,0.262,-1.022,14.646798367280478,3571844.054,-1275570.054"
"Eric Gordon,PHI,G,2296274,0.6,5.0,0.625,8.0,37.0,0.6,0.0,117.1,0.0,0.0,5.0,11.3,128.0,4.8,4.6,5.2,4.2,0.4,0.6,18.8,0.6,0.808,11.8,3.5,0.808,1.089,0.474,-0.976,14.646798367280478,3678571.367,-1382297.367"
"Landry Shamet,NYK,G,2296274,0.519,27.0,0.424,66.0,28.8,1.2,0.2,113.7,0.794,34.0,15.0,20.9,134.6,10.5,11.3,12.5,9.3,2.0,0.4,7.0,0.5,0.644,15.4,5.4,0.602,8.156,3.552,-0.318,14.646798367280478,5630378.265,-3334104.265"
"Jordan Clarkson,NYK,G,16581988,0.555,110.0,0.289,97.0,33.5,1.7,0.2,109.4,0.8,40.0,24.0,20.1,110.1,11.6,12.0,13.6,9.9,2.0,0.4,11.9,1.2,0.53,22.0,6.4,0.498,10.489,0.633,-0.1,16.623827603981763,6480112.02,10101875.98"
"Bones Hyland,MIN,G,2296274,0.722,18.0,0.406,32.0,25.2,1.4,0.0,105.4,0.75,4.0,16.0,8.7,117.9,5.7,5.3,6.7,4.3,1.0,0.4,19.3,0.8,0.657,19.3,8.4,0.65,2.551,1.111,-0.84,14.646798367280478,4017080.8,-1720806.8"
"Joe Ingles,MIN,F-G,2296274,0.0,0.0,0.0,2.0,38.2,0.8,0.0,0.0,0.0,0.0,8.0,2.9,0.0,0.8,0.0,0.8,0.0,0.0,0.1,0.0,0.0,0.0,3.7,0.0,0.0,0.026,0.011,-1.075,14.646798367280478,3450320.695,-1154046.695"
"Chris Livingston,MIL,F,636434,1.0,4.0,0.0,3.0,22.2,0.3,0.0,91.3,1.0,1.0,3.0,5.8,129.1,3.3,4.0,4.3,3.0,1.0,0.3,0.0,0.0,0.605,17.6,6.7,0.571,0.341,0.535,-1.046,13.363635999537218,3516331.545,-2879897.545"
"Thanasis Antetokounmpo,MIL,F,2296274,0.667,9.0,0.0,0.0,33.4,0.0,0.3,0.0,0.667,9.0,10.0,2.5,0.0,1.8,2.2,2.2,1.8,0.4,0.3,9.7,0.1,0.694,24.4,0.0,0.667,0.223,0.097,-1.057,14.646798367280478,3491542.671,-1195268.671"
"Amir Coffey,MIL,G-F,2296274,0.538,13.0,0.3,10.0,28.5,0.4,0.1,122.3,1.0,7.0,19.0,7.8,132.5,2.0,2.4,2.8,1.6,0.8,0.0,4.1,0.1,0.575,8.1,4.1,0.5,2.177,0.948,-0.875,14.646798367280478,3927676.825,-1631402.825"
"Cole Anthony,MIL,G,15396274,0.496,119.0,0.286,49.0,25.6,4.1,0.3,105.9,0.55,20.0,24.0,15.8,98.4,11.2,9.8,13.9,7.1,2.7,0.7,21.5,1.9,0.484,25.9,10.8,0.476,7.63,0.496,-0.366,16.549636090057756,5454892.033,9941381.967"
"Jock Landale,MEM,C,10296274,0.569,137.0,0.435,62.0,30.1,1.5,0.4,104.5,0.673,49.0,25.0,21.6,122.5,12.3,16.3,17.8,10.8,5.5,0.5,11.9,1.1,0.612,19.0,8.3,0.595,15.598,1.515,0.376,16.147292640180613,8815035.488,1481238.512"
"Chris Paul,LAC,G,2296274,0.308,26.0,0.333,30.0,40.6,3.3,0.0,112.5,0.5,2.0,16.0,14.2,100.5,6.3,4.7,8.0,2.9,1.8,0.7,22.2,1.0,0.413,14.1,7.3,0.411,3.336,1.453,-0.767,14.646798367280478,4211743.948,-1915469.948"
"Josh Okogie,HOU,G,2296274,0.51,51.0,0.397,58.0,27.3,1.0,0.2,107.1,0.727,33.0,22.0,20.9,124.5,7.6,9.5,10.5,6.6,2.9,1.4,14.1,0.8,0.587,12.6,5.1,0.555,11.01,4.795,-0.052,14.646798367280478,6686490.131,-4390216.131"
"Jeff Green,HOU,F,2296274,0.75,4.0,0.417,12.0,39.3,0.1,0.1,111.6,0.0,0.0,10.0,4.8,147.9,2.2,2.5,2.6,2.1,0.4,0.0,0.0,0.0,0.656,13.8,3.6,0.656,0.91,0.396,-0.993,14.646798367280478,3639056.074,-1342782.074"
"Aaron Holiday,HOU,G,2296274,0.472,36.0,0.446,74.0,29.2,1.1,0.2,110.8,0.862,29.0,17.0,17.1,128.2,10.4,10.3,11.4,9.3,1.0,0.5,12.7,0.9,0.644,19.6,5.1,0.605,6.952,3.028,-0.43,14.646798367280478,5236661.917,-2940387.917"
"Jae'Sean Tate,HOU,F,2296274,0.6,20.0,0.417,12.0,30.1,0.5,0.0,98.2,1.0,2.0,14.0,8.3,131.9,3.4,4.5,5.0,2.9,1.6,0.3,11.0,0.3,0.623,13.0,6.4,0.609,2.273,0.99,-0.866,14.646798367280478,3950509.551,-1654235.551"
"Gary Payton II,GSW,G,2296274,0.574,61.0,0.276,29.0,33.0,1.6,0.2,101.3,1.0,3.0,25.0,12.0,111.5,5.4,6.8,8.4,3.9,2.9,0.6,16.6,0.7,0.531,15.4,8.8,0.522,5.691,2.478,-0.547,14.646798367280478,4853426.725,-2557152.725"
"Javonte Green,DET,G,2296274,0.531,64.0,0.328,67.0,32.4,0.8,0.4,107.9,0.786,42.0,25.0,18.6,113.2,7.5,9.3,10.1,6.7,2.6,1.1,12.6,0.8,0.559,14.8,5.2,0.511,9.937,4.327,-0.152,14.646798367280478,6268090.222,-3971816.222"
"Tim Hardaway Jr.,DEN,G-F,2296274,0.547,75.0,0.414,140.0,33.7,1.5,0.1,117.3,0.878,41.0,24.0,24.9,131.0,13.7,14.3,15.8,12.2,2.1,0.5,3.1,0.3,0.627,17.2,5.4,0.595,17.117,7.454,0.518,14.646798367280478,9660090.996,-7363816.996"
"Bruce Brown,DEN,G-F,2296274,0.461,102.0,0.325,40.0,29.3,2.0,0.3,109.6,0.806,36.0,24.0,23.6,111.8,8.8,10.4,12.4,6.8,3.7,0.8,13.9,1.0,0.513,13.7,6.3,0.468,12.343,5.375,0.073,14.646798367280478,7245661.765,-4949387.765"
"Dante Exum,DAL,INACTIVE,2296274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.646798367280478,3444933.285,-1148659.285"
"Thomas Bryant,CLE,C-F,2296274,0.643,28.0,0.2,25.0,28.4,0.2,0.3,102.5,0.733,15.0,19.0,7.8,112.1,3.5,5.4,5.6,3.3,2.2,0.3,7.0,0.2,0.52,17.7,5.8,0.481,2.456,1.069,-0.849,14.646798367280478,3994105.658,-1697831.658"
"Larry Nance Jr.,CLE,F-C,2296274,0.406,32.0,0.303,33.0,32.9,1.3,0.3,101.6,0.333,3.0,16.0,15.0,99.6,4.8,6.4,7.6,3.6,2.8,0.6,12.1,0.6,0.43,12.9,6.3,0.431,3.853,1.678,-0.718,14.646798367280478,4344834.671,-2048560.671"
"Mason Plumlee,CHO,F-C,2296274,0.833,6.0,0.0,0.0,35.8,1.1,0.0,111.5,0.636,11.0,10.0,9.4,131.2,2.8,4.6,5.7,1.7,2.9,0.4,48.9,0.6,0.784,7.5,7.5,0.833,1.878,0.818,-0.903,14.646798367280478,3857453.849,-1561179.849"
"Chris Boucher,BOS,F,2296274,0.6,10.0,0.083,12.0,32.9,0.4,0.9,97.0,0.75,4.0,8.0,11.3,92.7,2.6,4.5,4.9,2.3,2.3,0.6,4.3,0.1,0.379,11.8,4.5,0.341,1.297,0.565,-0.957,14.646798367280478,3724868.988,-1428594.988"
"Scotty Pippen Jr.,MEM,INACTIVE,2270735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.635614125595643,3444933.285,-1174198.285"
"JD Davison,BOS,G,2270735,0.5,8.0,0.444,9.0,23.2,0.9,0.1,113.4,0.0,2.0,11.0,6.7,136.3,2.7,2.2,3.1,1.8,0.4,0.3,5.6,0.1,0.559,10.5,5.2,0.588,1.282,0.565,-0.958,14.635614125595643,3721608.59,-1450873.59"
"Brandon Williams,DAL,G,2270735,0.481,158.0,0.203,69.0,26.1,4.2,0.2,109.8,0.8,80.0,24.0,21.8,102.0,14.9,13.2,17.4,10.8,2.5,1.4,16.2,1.8,0.492,24.7,8.9,0.427,13.076,5.759,0.141,14.635614125595643,7572974.716,-5302239.716"
"Moussa Diabate,CHO,F,2270735,0.633,120.0,0.0,0.0,23.9,1.2,1.0,108.3,0.704,71.0,24.0,22.0,145.4,9.6,16.0,17.2,8.4,7.6,0.6,13.0,0.8,0.668,13.5,7.7,0.633,17.494,7.704,0.553,14.635614125595643,9881762.544,-7611027.544"
"DeAndre Jordan,NOP,C,2269880,0.8,5.0,0.0,0.0,37.4,0.0,0.0,119.6,0.5,2.0,2.0,11.7,144.8,4.5,9.5,9.5,4.5,5.0,0.0,16.1,0.5,0.765,12.3,0.0,0.8,0.548,0.241,-1.027,14.635237524624142,3560500.175,-1290620.175"
"Toumani Camara,POR,F,2221677,0.559,93.0,0.341,176.0,25.6,2.8,0.6,113.2,0.707,41.0,25.0,33.4,109.9,15.4,17.8,20.6,12.5,5.3,1.0,15.9,2.0,0.545,16.1,6.8,0.528,23.585,10.616,1.12,14.61377287407881,14261860.078,-12040183.078"
"Rayan Rupert,POR,G-F,2221677,0.429,21.0,0.3,20.0,21.5,0.4,0.1,107.2,0.5,4.0,18.0,8.6,88.3,2.5,3.9,4.3,2.1,1.8,0.4,17.9,0.5,0.444,13.4,5.3,0.439,1.57,0.707,-0.931,14.61377287407881,3786613.256,-1564936.256"
"Ricky Council IV,PHI,INACTIVE,2221677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.61377287407881,3444933.285,-1223256.285"
"GG Jackson,MEM,F,2221677,0.438,16.0,0.0,12.0,21.0,0.3,0.1,105.1,0.667,9.0,8.0,6.8,73.8,2.8,4.3,4.5,2.5,1.8,0.5,6.6,0.3,0.313,26.0,6.5,0.25,0.421,0.189,-1.038,14.61377287407881,3533374.491,-1311697.491"
"Gui Santos,GSW,F,2221677,0.591,22.0,0.273,33.0,23.5,0.6,0.1,103.1,0.714,14.0,19.0,9.2,98.1,3.9,5.2,5.7,3.3,1.8,0.3,22.4,0.8,0.515,18.7,6.6,0.482,2.286,1.029,-0.865,14.61377287407881,3953559.544,-1731882.544"
"Jalen Pickett,DEN,G,2221677,0.5,10.0,0.4,15.0,26.1,1.3,0.0,113.0,1.0,1.0,11.0,8.8,114.5,3.9,4.1,5.4,2.6,1.5,0.3,19.1,0.5,0.57,13.9,7.8,0.56,1.486,0.669,-0.939,14.61377287407881,3767508.614,-1545831.614"
"Hunter Tyson,DEN,F,2221677,0.167,6.0,0.286,7.0,25.5,0.3,0.0,0.0,1.0,2.0,9.0,3.9,0.0,1.4,2.4,2.8,1.1,1.3,0.1,0.0,0.0,0.36,16.9,7.7,0.308,0.194,0.087,-1.059,14.61377287407881,3485413.909,-1263736.909"
"Julian Phillips,CHI,F,2221677,0.6,25.0,0.3,30.0,22.1,0.3,0.2,112.7,0.833,6.0,22.0,10.1,123.8,3.1,4.2,4.5,2.8,1.4,0.5,3.5,0.1,0.538,11.2,4.2,0.518,3.757,1.691,-0.727,14.61377287407881,4319898.347,-2098221.347"
"Jalen Wilson,BRK,F,2221677,0.4,25.0,0.333,54.0,25.1,0.6,0.0,116.8,0.762,21.0,18.0,14.4,100.2,5.6,6.0,6.6,5.0,1.0,0.2,11.2,0.6,0.51,16.2,4.0,0.468,3.371,1.517,-0.763,14.61377287407881,4220547.71,-1998870.71"
"Jordan Walsh,BOS,G,2221677,0.672,64.0,0.487,39.0,21.8,1.0,0.6,103.2,0.818,22.0,21.0,21.5,146.9,8.7,12.6,13.7,7.7,5.0,1.2,10.4,0.6,0.714,11.9,6.3,0.694,14.519,6.535,0.276,14.61377287407881,8260680.15,-6039003.15"
"Duop Reath,POR,C,2221677,0.571,14.0,0.5,38.0,29.5,0.3,0.2,114.1,0.667,3.0,20.0,8.4,130.2,4.1,4.7,5.0,3.8,1.0,0.2,10.3,0.3,0.703,14.0,5.0,0.702,3.175,1.429,-0.782,14.61377287407881,4170892.231,-1949215.231"
"Leonard Miller,MIN,F,2221677,0.857,7.0,0.0,5.0,22.0,0.4,0.0,93.6,0.6,5.0,9.0,4.3,94.7,2.1,2.9,3.3,1.7,1.2,0.2,24.6,0.4,0.528,20.1,8.7,0.5,0.456,0.205,-1.035,14.61377287407881,3540880.724,-1319203.724"
"Andre Jackson Jr.,MIL,G,2221677,0.375,8.0,0.25,8.0,24.1,1.3,0.2,106.9,0.75,4.0,12.0,6.5,109.4,2.6,2.1,3.4,1.3,0.8,0.4,23.4,0.4,0.422,12.9,6.8,0.375,0.995,0.448,-0.985,14.61377287407881,3657661.664,-1435984.664"
"Trayce Jackson-Davis,GSW,F,2221677,0.549,51.0,0.0,0.0,25.8,1.1,0.7,105.5,0.654,26.0,16.0,12.8,129.8,5.6,8.0,9.1,4.6,3.4,0.3,13.5,0.5,0.585,14.5,8.1,0.549,4.675,2.104,-0.642,14.61377287407881,4565425.826,-2343748.826"
"Craig Porter,CLE,G,2221677,0.571,63.0,0.424,33.0,25.8,2.4,0.6,110.4,0.533,15.0,23.0,16.9,129.5,7.7,8.6,11.0,5.3,3.3,1.0,15.0,0.7,0.595,12.7,8.2,0.594,9.875,4.445,-0.157,14.61377287407881,6244837.426,-4023160.426"
"Mouhamed Gueye,ATL,F,2221677,0.649,74.0,0.278,54.0,23.1,1.0,0.7,108.6,0.571,21.0,26.0,17.2,113.7,6.8,9.6,10.5,5.9,3.7,0.6,11.7,0.7,0.557,14.6,6.5,0.551,9.675,4.355,-0.176,14.61377287407881,6170005.001,-3948328.001"
"JaVale McGee,DAL,INACTIVE,2208856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.60798529240962,3444933.285,-1236077.285"
"Tyler Kolek,NYK,G,2191897,0.588,34.0,0.3,30.0,24.7,1.9,0.1,108.2,0.625,8.0,20.0,9.9,115.6,5.5,4.5,6.4,3.6,0.9,0.5,15.7,0.6,0.533,16.8,7.4,0.523,3.412,1.557,-0.76,14.600277936894928,4230980.683,-2039083.683"
"Jaylen Clark,MIN,G,2191897,0.524,42.0,0.341,44.0,24.2,0.5,0.1,106.4,0.6,30.0,23.0,14.9,122.1,5.2,6.9,7.4,4.7,2.2,0.8,6.5,0.3,0.539,13.0,4.6,0.517,6.837,3.119,-0.44,14.600277936894928,5200583.899,-3008686.899"
"Tyrese Martin,BRK,F,2191897,0.507,75.0,0.308,104.0,26.8,2.4,0.1,118.8,0.727,22.0,23.0,21.0,106.3,10.6,11.5,14.0,8.2,3.3,0.7,12.2,1.1,0.498,19.0,7.7,0.48,10.054,4.587,-0.141,14.600277936894928,6312577.211,-4120680.211"
"Precious Achiuwa,SAC,F,2111516,0.598,92.0,0.2,15.0,26.2,0.9,0.4,114.1,0.455,33.0,18.0,19.9,120.2,8.4,12.9,13.8,7.4,5.4,0.7,6.9,0.4,0.551,15.3,6.6,0.556,8.908,4.219,-0.247,14.56291673087893,5891403.159,-3779887.159"
"Justin Edwards,PHI,F,2048494,0.475,40.0,0.342,73.0,22.0,1.5,0.2,108.4,0.909,11.0,21.0,17.3,106.1,7.3,7.7,9.2,5.9,1.9,0.6,13.7,0.9,0.522,15.7,5.9,0.5,6.551,3.198,-0.467,14.532615446992354,5111466.003,-3062972.003"
"Nigel Hayes-Davis,PHO,F,2048494,0.458,24.0,0.071,14.0,31.0,0.3,0.1,112.8,0.5,2.0,18.0,9.1,81.1,1.8,2.7,3.1,1.4,1.3,0.4,13.6,0.3,0.334,11.4,3.6,0.329,1.116,0.545,-0.974,14.532615446992354,3684581.907,-1636087.907"
"N'Faly Dante,ATL,C,2048494,0.25,4.0,0.0,0.0,24.2,0.0,0.0,0.0,1.0,1.0,4.0,3.9,0.0,0.8,2.5,2.5,0.8,1.8,0.5,18.4,0.3,0.338,14.9,0.0,0.25,0.08,0.039,-1.07,14.532615446992354,3461605.576,-1413111.576"
"Tyler Smith,MIL,INACTIVE,1955377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.078,14.486093571685258,3444933.285,-1489556.285"
"Johnny Furphy,IND,G,1955377,0.333,6.0,0.375,8.0,21.0,0.1,0.0,109.0,0.0,0.0,7.0,11.6,74.6,2.0,3.6,3.7,1.9,1.7,0.6,26.3,0.7,0.464,9.7,2.4,0.464,0.598,0.306,-1.022,14.486093571685258,3571388.469,-1616011.469"
"Jonathan Mogbo,TOR,F,1955377,0.5,12.0,0.0,0.0,24.1,0.5,0.3,106.9,1.0,1.0,11.0,4.6,133.9,1.7,2.5,3.1,1.2,1.4,0.1,7.4,0.1,0.523,11.4,8.2,0.5,0.855,0.437,-0.998,14.486093571685258,3627012.001,-1671635.001"
"Jamal Shead,TOR,G,1955377,0.4,65.0,0.338,77.0,23.4,5.2,0.1,108.2,0.791,43.0,26.0,19.8,116.8,11.5,8.2,13.3,6.3,1.8,1.2,17.4,1.2,0.51,15.7,7.9,0.458,12.536,6.411,0.091,14.486093571685258,7330412.112,-5375035.112"
"Oso Ighodaro,PHO,F,1955377,0.6,95.0,0.0,1.0,23.4,1.7,0.6,103.7,0.385,26.0,25.0,17.5,107.9,6.7,8.6,10.3,5.0,3.6,0.7,23.2,1.2,0.577,13.0,7.1,0.594,8.939,4.571,-0.245,14.486093571685258,5902376.538,-3946999.538"
"Ariel Hukporti,NYK,C,1955377,0.538,13.0,0.0,0.0,23.7,0.5,0.5,98.1,0.625,8.0,16.0,7.9,111.9,1.7,3.6,4.1,1.2,2.4,0.1,40.4,0.6,0.575,8.5,5.7,0.538,1.916,0.98,-0.899,14.486093571685258,3866287.256,-1910910.256"
"Karlo Matkovic,NOP,F-C,1955377,0.763,38.0,0.5,10.0,24.7,0.9,0.6,112.2,0.375,8.0,16.0,10.9,136.2,5.6,7.4,8.3,4.8,2.7,0.1,12.7,0.4,0.738,14.0,8.3,0.76,4.132,2.113,-0.692,14.486093571685258,4418562.679,-2463185.679"
"Keshad Johnson,MIA,F,1955377,0.4,20.0,0.267,15.0,24.5,0.1,0.4,105.5,0.636,11.0,9.0,11.7,98.5,4.0,7.0,7.1,3.9,3.1,0.3,7.8,0.3,0.439,16.6,3.6,0.4,1.555,0.795,-0.933,14.486093571685258,3783216.742,-1827839.742"
"Jaylen Wells,MEM,F,1955377,0.522,115.0,0.371,124.0,22.3,1.7,0.0,110.5,0.779,68.0,25.0,26.7,118.8,14.1,16.0,17.6,12.4,3.5,0.7,7.4,0.8,0.578,17.9,6.3,0.54,18.57,9.497,0.653,14.486093571685258,10543083.914,-8587706.914"
"Bronny James,LAL,G,1955377,0.353,17.0,0.286,14.0,21.2,1.5,0.1,110.3,1.0,2.0,14.0,9.0,90.2,3.4,2.5,4.0,1.9,0.6,0.6,25.9,0.8,0.408,14.9,5.3,0.387,1.223,0.625,-0.964,14.486093571685258,3708263.99,-1752886.99"
"Cam Christie,LAC,G,1955377,0.375,32.0,0.31,29.0,20.4,0.6,0.1,116.3,0.714,28.0,16.0,11.5,104.9,5.0,6.7,7.3,4.4,2.3,0.4,8.9,0.4,0.484,18.9,6.3,0.418,2.724,1.393,-0.824,14.486093571685258,4059167.449,-2103790.449"
"Quinten Post,GSW,C,1955377,0.614,57.0,0.351,111.0,25.7,1.4,0.6,104.8,0.813,16.0,26.0,18.1,113.7,9.1,11.8,13.2,7.7,4.1,0.6,11.1,0.8,0.571,17.6,7.8,0.557,11.394,5.827,-0.016,14.486093571685258,6843249.78,-4887872.78"
"Isaac Jones,DET,F,1955377,1.0,1.0,0.0,1.0,25.4,0.3,0.0,105.0,0.5,2.0,3.0,5.6,147.6,1.3,1.7,2.0,1.0,0.7,0.0,0.0,0.0,0.521,7.2,4.2,0.5,0.294,0.15,-1.05,14.486093571685258,3506520.821,-1551143.821"
"Isaac Jones,DET,F,1955377,1.0,1.0,0.0,1.0,25.4,0.0,0.0,0.0,0.0,0.0,1.0,1.3,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.5,62.9,0.0,0.5,0.008,0.004,-1.077,14.486093571685258,3446623.951,-1491246.951"
"Bobi Klintman,DET,F,1955377,0.4,10.0,0.273,11.0,22.8,0.7,0.0,95.9,0.0,3.0,6.0,8.8,82.0,3.5,5.5,6.2,2.8,2.7,0.3,19.2,0.8,0.381,21.1,7.9,0.405,0.562,0.287,-1.025,14.486093571685258,3563474.133,-1608097.133"
